8,0.156693,7.832575,0.234062
8,0.10386,0.140204,0.224981
8,0.100182,0.168179,0.226243
8,0.098979,0.130743,0.214888
8,0.098748,0.132898,0.213594
8,0.099661,0.12958,0.215409
8,0.098959,0.158307,0.223096
8,0.100162,0.165102,0.22476
8,0.132196,0.129219,0.223537
8,0.100352,0.129901,0.263349
10,0.178583,7.850567,0.26322
10,0.123787,0.182613,0.2547
10,0.124047,0.156452,0.253477
10,0.122985,0.154948,0.257496
10,0.150679,0.155981,0.284228
10,0.12086,0.18129,0.261516
10,0.121171,0.149486,0.30658
10,0.119416,0.154458,0.253156
10,0.120619,0.150458,0.261456
10,0.121721,0.154408,0.258689
16,0.206949,8.8149,0.446975
16,0.207761,0.238933,0.430266
16,0.20749,0.230403,0.432331
16,0.206368,0.230213,0.422428
16,0.202048,0.228349,0.434777
16,0.203943,0.251022,0.437663
16,0.201567,0.227316,0.434877
16,0.203181,0.27233,0.43172
16,0.201927,0.257205,0.428753
16,0.204022,0.229451,0.471903
32,0.357899,7.823855,1.39518
32,0.414009,0.430397,0.663276
32,0.379058,0.428342,0.663677
32,0.380902,0.391586,0.661101
32,0.410129,0.390444,0.655467
32,0.406551,0.426998,0.66076
32,0.380261,0.39304,0.633447
32,0.377494,0.389602,0.638509
32,0.408846,0.38463,0.661482
32,0.402532,0.386745,0.631332
64,0.704932,8.087355,0.90275
64,0.553611,0.543739,0.90257
64,0.551197,0.540641,0.910668
64,0.55256,0.579321,0.93761
64,0.587761,0.540131,0.936469
64,0.57874,0.566262,0.968432
64,0.552349,0.538968,0.966859
64,0.553481,0.538677,0.931767
64,0.550173,0.537014,0.910609
64,0.573247,0.534769,0.963781
100,0.979949,8.520839,2.025249
100,0.913205,0.831977,1.711843
100,0.91582,0.873493,1.7233
100,0.908904,0.861054,1.708506
100,0.885029,2.006977,1.701449
100,0.901768,0.857937,1.849643
100,1.163514,1.314744,1.862161
100,1.167212,1.278239,1.88331
100,1.166741,1.066529,2.122976
100,0.994202,1.103956,1.868766
128,1.31309,8.771971,2.295254
128,1.424549,1.680811,2.291466
128,1.123461,1.254856,2.154168
128,1.115974,1.28288,2.613611
128,1.120905,1.571709,2.361468
128,1.469803,1.599644,2.396529
128,1.438551,1.656505,2.244016
128,1.122589,1.242647,2.196575
128,1.112837,1.219053,2.211591
128,1.123051,1.292041,2.202469
256,2.69078,9.753693,3.18286
256,2.29796,2.477647,3.181286
256,2.299023,2.434276,3.159456
256,2.300526,2.32375,3.233627
256,2.292108,2.380461,3.180033
256,2.313135,2.977474,3.717658
256,2.969646,2.976131,3.704407
256,2.295295,2.356266,3.17903
256,2.292919,2.760281,3.589862
256,2.953158,2.974387,3.673365
500,5.07487,11.785538,11.029256
500,4.859071,5.781586,10.9787
500,4.82887,4.592633,11.420091
500,5.011693,5.849845,10.685752
500,4.864032,6.16343,10.55122
500,4.83738,4.557142,11.144062
500,4.96705,5.750184,11.400997
500,4.788217,4.607016,10.874629
500,4.928511,4.719357,11.425735
500,4.79446,5.513475,10.904888
501,5.318013,14.097039,8.867241
501,4.990344,5.790086,8.800235
501,5.166232,5.812177,8.88851
501,4.986727,4.55664,8.699553
501,4.995296,4.548471,8.693879
501,5.015012,5.491866,8.998775
501,5.14392,4.642058,8.600603
501,5.137826,5.801172,9.065129
501,5.157943,5.728494,9.35074
501,5.253865,5.758763,9.280849
502,4.903554,12.480417,8.221716
502,4.841269,5.638645,8.880561
502,4.869495,4.836929,8.418281
502,4.758097,4.468898,8.211894
502,4.732147,4.429616,8.740667
502,4.880571,5.626898,8.488394
502,4.748314,4.489806,8.703471
502,4.893971,5.682216,8.649236
502,4.757475,5.676533,8.894544
502,4.779266,4.467123,8.320525
503,5.101361,11.901887,8.824542
503,4.898512,5.759665,9.305827
503,4.89793,5.667432,9.481653
503,4.746971,4.535341,8.734513
503,4.853298,4.643,9.42857
503,4.878886,4.512157,9.243452
503,4.846311,5.706723,9.535989
503,4.866939,5.691688,9.35499
503,4.838372,4.446876,9.495055
503,4.806609,5.533633,9.371268
504,5.124204,11.981823,11.196564
504,4.882264,5.854054,12.090323
504,4.943687,5.788553,12.031517
504,4.971371,5.803618,11.965574
504,4.817474,4.517029,11.538255
504,4.982256,5.740532,12.298104
504,4.942093,5.488087,11.727804
504,4.960004,4.918197,11.811819
504,4.870668,4.556029,11.716728
504,4.826295,4.518201,11.870434
